Sub-Category,% Sales Proft Ratio,% Sales Proft Ratio L,Profit Ratio,Category,City,Country,Customer Name,Discount,Manufacturer,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State
Binders,0.47,47,0.47,Office Supplies,Hampton,United States,Nick Crebassa,0,GBC,1,8/20/2011,CA-2011-114321,23666,GBC DocuBind TL300 Electric Binding System,422,1,South,897,Corporate,8/25/2011,Standard Class,Virginia
Paper,0.46,46,0.46,Office Supplies,Hampton,United States,Nick Crebassa,0,Other,1,8/20/2011,CA-2011-114321,23666,Riverleaf Stik-Withit Designer Note Cubes,9,2,South,20,Corporate,8/25/2011,Standard Class,Virginia
Supplies,-0.24,-24,-0.24,Office Supplies,North Miami,United States,Jeremy Pistek,0.2,Acme,1,8/22/2011,CA-2011-130918,33161,Acme Serrated Blade Letter Opener,-2,3,South,8,Consumer,8/24/2011,Second Class,Florida
Paper,0.49,49,0.49,Office Supplies,Saint Charles,United States,Jennifer Ferguson,0,Xerox,1,8/22/2011,US-2011-166828,63301,Xerox 1899,6,2,Central,12,Consumer,8/25/2011,First Class,Missouri
Art,0.26,26,0.26,Office Supplies,Lakewood,United States,Deanra Eno,0.2,Other,1,8/22/2011,CA-2011-123253,44107,Faber Castell Col-Erase Pencils,1,1,East,4,Home Office,8/25/2011,Second Class,Ohio
Paper,0.49,49,0.49,Office Supplies,New York City,United States,Rick Hansen,0,Other,1,8/23/2011,CA-2011-110639,10009,Personal Creations Ink Jet Cards and Labels,23,4,East,46,Consumer,8/23/2011,Same Day,New York
Paper,0.48,48,0.48,Office Supplies,New York City,United States,Rick Hansen,0,Xerox,1,8/23/2011,CA-2011-110639,10009,Xerox 1994,12,4,East,26,Consumer,8/23/2011,Same Day,New York
Furnishings,0.3,30,0.3,Furniture,Denver,United States,Arthur Prichep,0.2,Other,1,8/23/2011,CA-2011-124737,80219,Regeneration Desk Collection,1,3,West,4,Consumer,8/27/2011,Standard Class,Colorado
Paper,0.35,35,0.35,Office Supplies,Denver,United States,Arthur Prichep,0.2,Xerox,1,8/23/2011,CA-2011-124737,80219,Xerox 1931,11,6,West,31,Consumer,8/27/2011,Standard Class,Colorado
Paper,0.35,35,0.35,Office Supplies,Denver,United States,Arthur Prichep,0.2,Xerox,1,8/23/2011,CA-2011-124737,80219,Xerox 1976,5,3,West,16,Consumer,8/27/2011,Standard Class,Colorado
Paper,0.31,31,0.31,Office Supplies,Denver,United States,Arthur Prichep,0.2,Xerox,1,8/23/2011,CA-2011-124737,80219,Xerox 1988,70,9,West,223,Consumer,8/27/2011,Standard Class,Colorado
Supplies,0.08,8,0.08,Office Supplies,Denver,United States,Arthur Prichep,0.2,Acme,1,8/23/2011,CA-2011-124737,80219,Acme Titanium Bonded Scissors,1,1,West,7,Consumer,8/27/2011,Standard Class,Colorado
Binders,0.35,35,0.35,Office Supplies,Los Angeles,United States,Robert Barroso,0.2,GBC,1,8/23/2011,CA-2011-154837,90032,GBC Linen Binding Covers,17,2,West,50,Corporate,8/27/2011,Second Class,California
Phones,0.07,7,0.07,Technology,Denver,United States,Arthur Prichep,0.2,Cisco,1,8/23/2011,CA-2011-124737,80219,Cisco SPA525G2 IP Phone - Wireless,11,9,West,144,Consumer,8/27/2011,Standard Class,Colorado
Paper,0.49,49,0.49,Office Supplies,Grand Rapids,United States,Corey Roper,0,Xerox,1,8/23/2011,US-2011-112795,49505,Xerox 1993,10,3,Central,19,Home Office,8/28/2011,Second Class,Michigan
Binders,0.33,33,0.33,Office Supplies,Billings,United States,Robert Barroso,0.2,Other,1,8/24/2011,CA-2011-106719,59102,"SlimView Poly Binder, 3/8""",3,2,West,8,Corporate,8/24/2011,Same Day,Montana
Furnishings,0.48,48,0.48,Furniture,Oceanside,United States,Jennifer Patt,0,G. E.,1,8/24/2011,CA-2011-107916,11572,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,6,2,East,13,Corporate,8/26/2011,First Class,New York
Binders,0.35,35,0.35,Office Supplies,Oceanside,United States,Jennifer Patt,0.2,Wilson Jones,1,8/24/2011,CA-2011-107916,11572,"Wilson Jones 1"" Hanging DublLock Ring Binders",4,3,East,13,Corporate,8/26/2011,First Class,New York
Supplies,0.26,26,0.26,Office Supplies,Owensboro,United States,Dorothy Wardle,0,Acme,1,8/24/2011,CA-2011-120432,42301,Acme Titanium Bonded Scissors,7,3,South,26,Corporate,8/26/2011,Second Class,Kentucky
Envelopes,0.35,35,0.35,Office Supplies,Columbus,United States,Ryan Crowe,0.2,Other,1,8/25/2011,CA-2011-115259,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2,2,East,5,Consumer,8/27/2011,Second Class,Ohio
Envelopes,0.34,34,0.34,Office Supplies,Columbus,United States,Ryan Crowe,0.2,Tyvek,1,8/25/2011,CA-2011-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",44,6,East,130,Consumer,8/27/2011,Second Class,Ohio
Fasteners,0.36,36,0.36,Office Supplies,Columbus,United States,Ryan Crowe,0.2,Other,1,8/25/2011,CA-2011-115259,43229,"OIC Colored Binder Clips, Assorted Sizes",15,14,East,40,Consumer,8/27/2011,Second Class,Ohio
Paper,0.31,31,0.31,Office Supplies,Columbus,United States,Ryan Crowe,0.2,Xerox,1,8/25/2011,CA-2011-115259,43229,Xerox 1921,7,3,East,24,Consumer,8/27/2011,Second Class,Ohio
Furnishings,0.42,42,0.42,Furniture,Los Angeles,United States,Janet Molinari,0,Eldon,1,8/25/2011,CA-2011-104178,90036,"Eldon 200 Class Desk Accessories, Smoke",3,1,West,6,Corporate,8/29/2011,Standard Class,California
Binders,-1.6,-160,-1.6,Office Supplies,Houston,United States,Joe Elijah,0.8,Other,1,8/25/2011,CA-2011-126200,77070,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",-20,3,Central,12,Consumer,8/29/2011,Standard Class,Texas
Binders,-1.55,-155,-1.55,Office Supplies,Houston,United States,Joe Elijah,0.8,Wilson Jones,1,8/25/2011,CA-2011-126200,77070,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-40,3,Central,26,Consumer,8/29/2011,Standard Class,Texas
Paper,0.48,48,0.48,Office Supplies,Los Angeles,United States,Janet Molinari,0,Xerox,1,8/25/2011,CA-2011-104178,90036,Xerox 23,12,4,West,26,Corporate,8/29/2011,Standard Class,California
Storage,0.27,27,0.27,Office Supplies,Los Angeles,United States,Janet Molinari,0,Other,1,8/25/2011,CA-2011-104178,90036,Portable Personal File Box,13,4,West,49,Corporate,8/29/2011,Standard Class,California
Accessories,0.32,32,0.32,Technology,Los Angeles,United States,Janet Molinari,0,SanDisk,1,8/25/2011,CA-2011-104178,90036,SanDisk Cruzer 32 GB USB Flash Drive,30,5,West,95,Corporate,8/29/2011,Standard Class,California
Binders,-0.8,-80,-0.8,Office Supplies,Columbus,United States,Brendan Sweed,0.7,Cardinal,1,8/25/2011,CA-2011-107398,43229,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-17,8,East,21,Corporate,8/30/2011,Standard Class,Ohio
Binders,-0.8,-80,-0.8,Office Supplies,Columbus,United States,Brendan Sweed,0.7,Other,1,8/25/2011,CA-2011-107398,43229,Insertable Tab Indexes For Data Binders,-2,3,East,3,Corporate,8/30/2011,Standard Class,Ohio
Binders,-0.7,-70,-0.7,Office Supplies,Columbus,United States,Brendan Sweed,0.7,Wilson Jones,1,8/25/2011,CA-2011-107398,43229,Wilson Jones Custom Binder Spines & Labels,-5,4,East,7,Corporate,8/30/2011,Standard Class,Ohio
Phones,0.08,8,0.08,Technology,Seattle,United States,Mitch Webber,0.2,Polycom,1,8/25/2011,CA-2011-103660,98103,Polycom VVX 310 VoIP phone,76,7,West,1008,Consumer,8/30/2011,Standard Class,Washington
Accessories,0.13,13,0.13,Technology,Los Angeles,United States,Frank Merwin,0,SanDisk,1,8/26/2011,CA-2011-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,23,8,West,177,Home Office,8/30/2011,Standard Class,California
Furnishings,0.38,38,0.38,Furniture,Newark,United States,Karl Braun,0,Other,1,8/26/2011,CA-2011-103331,19711,Acrylic Self-Standing Desk Frames,4,4,East,11,Consumer,09-01-2011,Standard Class,Delaware
Paper,0.46,46,0.46,Office Supplies,Newark,United States,Karl Braun,0,Other,1,8/26/2011,CA-2011-103331,19711,Avoid Verbal Orders Carbonless Minifold Book,2,1,East,3,Consumer,09-01-2011,Standard Class,Delaware
Paper,0.49,49,0.49,Office Supplies,Newark,United States,Karl Braun,0,Xerox,1,8/26/2011,CA-2011-103331,19711,Xerox 1978,8,3,East,17,Consumer,09-01-2011,Standard Class,Delaware
Art,0.29,29,0.29,Office Supplies,Newark,United States,Paul Prost,0,Newell,1,8/26/2011,US-2011-115413,19711,Newell 340,3,3,East,9,Home Office,09-01-2011,Standard Class,Delaware
Accessories,0.35,35,0.35,Technology,Newark,United States,Paul Prost,0,Plantronics,1,8/26/2011,US-2011-115413,19711,Plantronics Audio 478 Stereo USB Headset,52,3,East,150,Home Office,09-01-2011,Standard Class,Delaware
Furnishings,0.43,43,0.43,Furniture,Springfield,United States,Corey Catlett,0,Master Caster,1,8/27/2011,CA-2011-124688,22153,"Master Caster Door Stop, Large Neon Orange",13,4,South,29,Corporate,8/29/2011,First Class,Virginia
Tables,0.25,25,0.25,Furniture,Springfield,United States,Corey Catlett,0,Bretford,1,8/27/2011,CA-2011-124688,22153,Bretford CR8500 Series Meeting Room Furniture,301,3,South,1203,Corporate,8/29/2011,First Class,Virginia
Phones,0.29,29,0.29,Technology,Springfield,United States,Corey Catlett,0,Other,1,8/27/2011,CA-2011-124688,22153,GE 30522EE2,168,5,South,580,Corporate,8/29/2011,First Class,Virginia
Paper,0.48,48,0.48,Office Supplies,Springfield,United States,Michael Moore,0,Xerox,1,8/27/2011,CA-2011-101266,22153,Xerox 1898,6,2,South,13,Consumer,8/30/2011,Second Class,Virginia
Art,0.29,29,0.29,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0,Newell,1,8/27/2011,CA-2011-143336,94109,Newell 341,2,2,West,9,Consumer,09-01-2011,Second Class,California
Binders,0.33,33,0.33,Office Supplies,San Francisco,United States,Zuschuss Donatelli,0.2,Wilson Jones,1,8/27/2011,CA-2011-143336,94109,"Wilson Jones Hanging View Binder, White, 1""",7,4,West,23,Consumer,09-01-2011,Second Class,California
Phones,0.07,7,0.07,Technology,San Francisco,United States,Zuschuss Donatelli,0.2,Cisco,1,8/27/2011,CA-2011-143336,94109,Cisco SPA 501G IP Phone,16,3,West,213,Consumer,09-01-2011,Second Class,California
Paper,0.49,49,0.49,Office Supplies,San Francisco,United States,Hilary Holden,0,Xerox,1,8/29/2011,CA-2011-135699,94110,Xerox 1940,54,2,West,110,Corporate,8/29/2011,Same Day,California
Paper,0.48,48,0.48,Office Supplies,San Francisco,United States,Hilary Holden,0,Xerox,1,8/29/2011,CA-2011-135699,94110,Xerox 1986,6,2,West,13,Corporate,8/29/2011,Same Day,California
Tables,-0.64,-64,-0.64,Furniture,Miami,United States,Ryan Akin,0.45,Balt,1,8/29/2011,CA-2011-169775,33178,Balt Solid Wood Rectangular Table,-111,3,South,174,Consumer,09-02-2011,Second Class,Florida
Binders,-0.67,-67,-0.67,Office Supplies,Miami,United States,Ryan Akin,0.7,GBC,1,8/29/2011,CA-2011-169775,33178,GBC DocuBind 200 Manual Binding Machine,-337,4,South,505,Consumer,09-02-2011,Second Class,Florida
Envelopes,0.36,36,0.36,Office Supplies,Miami,United States,Ryan Akin,0.2,Other,1,8/29/2011,CA-2011-169775,33178,Jiffy Padded Mailers with Self-Seal Closure,11,2,South,30,Consumer,09-02-2011,Second Class,Florida
Binders,0.47,47,0.47,Office Supplies,Bristol,United States,Annie Thurman,0,Wilson Jones,1,8/30/2011,CA-2011-146500,6010,Wilson Jones Standard D-Ring Binders,12,5,East,25,Consumer,09-04-2011,Standard Class,Connecticut
Storage,0.1,10,0.1,Office Supplies,Bristol,United States,Annie Thurman,0,Fellowes,1,8/30/2011,CA-2011-146500,6010,Fellowes Bankers Box Stor/Drawer Steel Plus,10,3,East,96,Consumer,09-04-2011,Standard Class,Connecticut
Accessories,0.2,20,0.2,Technology,Santa Fe,United States,Shirley Jackson,0,KeyTronic,1,8/31/2011,CA-2011-143385,87505,KeyTronic KT400U2 - Keyboard - Black,19,9,West,93,Consumer,09-05-2011,Standard Class,New Mexico
Binders,-1.65,-165,-1.65,Office Supplies,Houston,United States,Jack Lebron,0.8,Other,1,09-01-2011,CA-2011-165428,77036,Prestige Round Ring Binders,-6,3,Central,4,Consumer,09-04-2011,First Class,Texas
Paper,0.35,35,0.35,Office Supplies,Houston,United States,Jack Lebron,0.2,Xerox,1,09-01-2011,CA-2011-165428,77036,Xerox 216,11,6,Central,31,Consumer,09-04-2011,First Class,Texas
Binders,0.35,35,0.35,Office Supplies,New York City,United States,Lena Hernandez,0.2,Wilson Jones,1,09-01-2011,CA-2011-109855,10009,Wilson Jones Hanging Recycled Pressboard Data Binders,8,2,East,24,Consumer,09-05-2011,Standard Class,New York
Art,0.29,29,0.29,Office Supplies,Escondido,United States,Larry Tron,0,Boston,1,09-01-2011,CA-2011-126522,92025,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",16,3,West,54,Consumer,09-05-2011,Second Class,California
Accessories,0.16,16,0.16,Technology,New York City,United States,Lena Hernandez,0,WD My Passport,1,09-01-2011,CA-2011-109855,10009,WD My Passport Ultra 2TB Portable External Hard Drive,57,3,East,357,Consumer,09-05-2011,Standard Class,New York
Art,0.28,28,0.28,Office Supplies,New York City,United States,Katherine Ducich,0,Newell,1,09-02-2011,US-2011-138828,10009,Newell 324,16,5,East,58,Consumer,09-03-2011,First Class,New York
Paper,0.47,47,0.47,Office Supplies,New York City,United States,Katherine Ducich,0,Other,1,09-02-2011,US-2011-138828,10009,Staples,7,3,East,15,Consumer,09-03-2011,First Class,New York
Art,0.38,38,0.38,Office Supplies,New York City,United States,Clay Ludtke,0,Sanford,1,09-02-2011,CA-2011-127936,10009,SANFORD Major Accent Highlighters,8,3,East,21,Consumer,09-04-2011,First Class,New York
Furnishings,0.07,7,0.07,Furniture,Watertown,United States,Justin MacKendrick,0,Tenex,1,09-02-2011,CA-2011-157721,13601,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",5,1,East,71,Consumer,09-05-2011,First Class,New York
Appliances,0.45,45,0.45,Office Supplies,Watertown,United States,Justin MacKendrick,0,Holmes,1,09-02-2011,CA-2011-157721,13601,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",9,1,East,20,Consumer,09-05-2011,First Class,New York
Binders,0.47,47,0.47,Office Supplies,Fayetteville,United States,Sanjit Chand,0,GBC,1,09-02-2011,CA-2011-152268,72701,GBC DocuBind TL300 Electric Binding System,843,2,South,1794,Consumer,09-07-2011,Standard Class,Arkansas
Accessories,0.23,23,0.23,Technology,Chicago,United States,Christina VanderZanden,0.2,Logitech,1,09-02-2011,CA-2011-151792,60653,Logitech Wireless Performance Mouse MX for PC and Mac,54,3,Central,240,Consumer,09-07-2011,Second Class,Illinois
Machines,-0.22,-22,-0.22,Technology,Houston,United States,Andy Gerbode,0.4,Epson,1,09-02-2011,CA-2011-158281,77095,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,-121,3,Central,560,Corporate,09-07-2011,Standard Class,Texas
Accessories,0.2,20,0.2,Technology,Buffalo Grove,United States,Bryan Mills,0.2,Logitech,1,09-02-2011,CA-2011-106971,60089,Logitech Gaming G510s - Keyboard,95,7,Central,476,Consumer,09-08-2011,Standard Class,Illinois
Labels,0.49,49,0.49,Office Supplies,New York City,United States,Allen Goldenen,0,Avery,1,09-03-2011,CA-2011-125171,10009,Avery 514,7,5,East,14,Consumer,09-03-2011,Same Day,New York
Binders,-1.5,-150,-1.5,Office Supplies,Houston,United States,Mathew Reese,0.8,GBC,1,09-03-2011,US-2011-120236,77095,GBC VeloBinder Strips,-12,5,Central,8,Home Office,09-04-2011,First Class,Texas
Furnishings,0.06,6,0.06,Furniture,Saint Petersburg,United States,Patrick Ryan,0.2,Other,1,09-05-2011,CA-2011-136861,33710,Telescoping Adjustable Floor Lamp,2,2,South,32,Consumer,09-07-2011,First Class,Florida
Storage,0.08,8,0.08,Office Supplies,Bowling Green,United States,Nora Preis,0.2,Other,1,09-05-2011,CA-2011-106572,43402,Economy Rollaway Files,20,2,East,264,Consumer,09-10-2011,Standard Class,Ohio
Furnishings,0.29,29,0.29,Furniture,San Francisco,United States,Victoria Pisteka,0,Eldon,1,09-06-2011,CA-2011-130449,94109,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",12,6,West,42,Corporate,09-09-2011,First Class,California
Labels,0.47,47,0.47,Office Supplies,San Francisco,United States,Victoria Pisteka,0,Avery,1,09-06-2011,CA-2011-130449,94109,Avery 516,27,8,West,58,Corporate,09-09-2011,First Class,California
Tables,-0.11,-11,-0.11,Furniture,Houston,United States,Sam Zeldin,0.3,Riverside,1,09-07-2011,CA-2011-105165,77036,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",-23,1,Central,201,Home Office,09-10-2011,First Class,Texas
Art,0.16,16,0.16,Office Supplies,Houston,United States,Sam Zeldin,0.2,Dixon,1,09-07-2011,CA-2011-105165,77036,Dixon Ticonderoga Core-Lock Colored Pencils,4,3,Central,22,Home Office,09-10-2011,First Class,Texas
Binders,-1.65,-165,-1.65,Office Supplies,Houston,United States,Sam Zeldin,0.8,Angle-D,1,09-07-2011,CA-2011-105165,77036,"Angle-D Binders with Locking Rings, Label Holders",-5,2,Central,3,Home Office,09-10-2011,First Class,Texas
Accessories,-0.06,-6,-0.06,Technology,Houston,United States,Sam Zeldin,0.2,Belkin,1,09-07-2011,CA-2011-105165,77036,Belkin Standard 104 key USB Keyboard,-3,4,Central,47,Home Office,09-10-2011,First Class,Texas
Phones,0.08,8,0.08,Technology,Houston,United States,Sam Zeldin,0.2,Panasonic,1,09-07-2011,CA-2011-105165,77036,Panasonic KX TS3282B Corded phone,15,3,Central,197,Home Office,09-10-2011,First Class,Texas
Furnishings,0.26,26,0.26,Furniture,Tulsa,United States,Tom Boeckenhauer,0,3M,1,09-07-2011,CA-2011-131002,74133,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",214,6,Central,822,Consumer,09-12-2011,Second Class,Oklahoma
Furnishings,0.41,41,0.41,Furniture,Tulsa,United States,Tom Boeckenhauer,0,Executive Impressions,1,09-07-2011,CA-2011-131002,74133,"Executive Impressions 13"" Clairmont Wall Clock",24,3,Central,58,Consumer,09-12-2011,Second Class,Oklahoma
Binders,0.47,47,0.47,Office Supplies,Tulsa,United States,Tom Boeckenhauer,0,GBC,1,09-07-2011,CA-2011-131002,74133,"GBC Laser Imprintable Binding System Covers, Desert Sand",20,3,Central,43,Consumer,09-12-2011,Second Class,Oklahoma
Paper,0.48,48,0.48,Office Supplies,Tulsa,United States,Tom Boeckenhauer,0,Xerox,1,09-07-2011,CA-2011-131002,74133,Xerox 2000,6,2,Central,13,Consumer,09-12-2011,Second Class,Oklahoma
Binders,0.38,38,0.38,Office Supplies,Santa Clara,United States,Lisa Ryan,0.2,Avery,1,09-07-2011,CA-2011-109918,95051,Avery Legal 4-Ring Binder,31,5,West,84,Corporate,09-12-2011,Second Class,California
Bookcases,0.16,16,0.16,Furniture,Oklahoma City,United States,Aaron Bergman,0,Sauder,1,11-11-2013,CA-2013-140935,73120,"Sauder Facets Collection Library, Sky Alder Finish",55,2,Central,342,Consumer,11/13/2013,First Class,Oklahoma
Furnishings,0.39,39,0.39,Furniture,Omaha,United States,Allen Armold,0,Other,1,02-03-2012,CA-2012-140921,68104,Coloredge Poster Frame,11,2,Central,28,Consumer,02-05-2012,First Class,Nebraska
Tables,0.17,17,0.17,Furniture,Detroit,United States,Theone Pippenger,0,Bevis,1,12/23/2014,CA-2014-120376,48227,Bevis 44 x 96 Conference Tables,70,2,Central,412,Consumer,12/26/2014,First Class,Michigan
Furnishings,0.16,16,0.16,Furniture,Kirkwood,United States,Kelly Williams,0,Tenex,1,08-07-2012,US-2012-124219,63122,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",34,3,Central,213,Consumer,08-08-2012,First Class,Missouri
Furnishings,0.32,32,0.32,Furniture,Gladstone,United States,Lynn Smith,0,Executive Impressions,1,11/27/2014,CA-2014-135307,64118,Executive Impressions Supervisor Wall Clock,40,3,Central,126,Consumer,11/28/2014,First Class,Missouri
Furnishings,0.26,26,0.26,Furniture,La Porte,United States,Chris Cortes,0,Westinghouse,1,10-02-2013,CA-2013-155992,46350,Westinghouse Clip-On Gooseneck Lamps,11,5,Central,42,Consumer,10-03-2013,First Class,Indiana
Furnishings,0.48,48,0.48,Furniture,Lansing,United States,Katrina Willman,0,Electrix,1,10/30/2013,CA-2013-146682,48911,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,32,5,Central,67,Consumer,11-01-2013,First Class,Michigan
Chairs,0.26,26,0.26,Furniture,Detroit,United States,Theone Pippenger,0,Hon,1,12/23/2014,CA-2014-120376,48227,Hon GuestStacker Chair,413,7,Central,1587,Consumer,12/26/2014,First Class,Michigan
Chairs,0.24,24,0.24,Furniture,Madison,United States,Resi Pölking,0,Office Star,1,12-01-2011,CA-2011-120474,53711,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,674,8,Central,2808,Consumer,12-03-2011,First Class,Wisconsin
Bookcases,-0.2,-20,-0.2,Furniture,Chicago,United States,Charlotte Melton,0.3,O'Sullivan,1,08-04-2014,CA-2014-165386,60623,"O'Sullivan Elevations Bookcase, Cherry Finish",-37,2,Central,183,Consumer,08-05-2014,First Class,Illinois
Chairs,-0.03,-3,-0.03,Furniture,Chicago,United States,Rose O'Brian,0.3,Other,1,9/25/2014,CA-2014-148411,60623,GuestStacker Chair with Chrome Finish Legs,-15,2,Central,520,Consumer,9/27/2014,First Class,Illinois
Chairs,-0.24,-24,-0.24,Furniture,Houston,United States,Nathan Cano,0.3,Global,1,11/20/2014,CA-2014-131254,77095,"Global Wood Trimmed Manager's Task Chair, Khaki",-46,3,Central,191,Consumer,11/22/2014,First Class,Texas
Tables,-0.13,-13,-0.13,Furniture,Dallas,United States,Max Engle,0.3,Bevis,1,6/30/2014,CA-2014-137449,75220,Bevis Round Conference Table Top & Single Column Base,-40,3,Central,307,Consumer,07-01-2014,First Class,Texas
Bookcases,-0.14,-14,-0.14,Furniture,Chicago,United States,Sarah Brown,0.3,Bush,1,9/20/2011,CA-2011-120411,60653,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",-70,5,Central,493,Consumer,9/23/2011,First Class,Illinois
Chairs,-0.03,-3,-0.03,Furniture,El Paso,United States,Mick Crebagga,0.3,Other,1,12/15/2011,CA-2011-101602,79907,"Lifetime Advantage Folding Chairs, 4/Carton",-22,5,Central,763,Consumer,12/18/2011,First Class,Texas
Chairs,-0.01,-1,-0.01,Furniture,Houston,United States,Greg Tran,0.3,Global,1,5/15/2014,CA-2014-161774,77041,Global Commerce Series Low-Back Swivel/Tilt Chairs,-13,5,Central,899,Consumer,5/16/2014,First Class,Texas
Tables,-0.16,-16,-0.16,Furniture,Mansfield,United States,Patrick O'Brill,0.3,Hon,1,10/25/2014,CA-2014-141705,76063,Hon 2111 Invitation Series Straight Table,-81,5,Central,517,Consumer,10/27/2014,First Class,Texas
Bookcases,-0.07,-7,-0.07,Furniture,Des Plaines,United States,Joe Kamberova,0.3,Hon,1,11/18/2011,CA-2011-163468,60016,Hon 4-Shelf Metal Bookcases,-30,6,Central,424,Consumer,11/21/2011,First Class,Illinois
Bookcases,-0.34,-34,-0.34,Furniture,Dallas,United States,Tom Prescott,0.32,Sauder,1,8/29/2013,CA-2013-145303,75081,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-53,2,Central,156,Consumer,09-01-2013,First Class,Texas
Bookcases,-0.24,-24,-0.24,Furniture,Dallas,United States,Max Engle,0.32,O'Sullivan,1,6/30/2014,CA-2014-137449,75220,O'Sullivan Plantations 2-Door Library in Landvery Oak,-96,3,Central,410,Consumer,07-01-2014,First Class,Texas
Bookcases,-0.06,-6,-0.06,Furniture,Harlingen,United States,John Stevenson,0.32,SAFCO,1,3/15/2013,CA-2013-162082,78550,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-14,5,Central,241,Consumer,3/18/2013,First Class,Texas
Tables,-0.6,-60,-0.6,Furniture,Des Plaines,United States,Joe Kamberova,0.5,Other,1,11/18/2011,CA-2011-163468,60016,BPI Conference Tables,-175,4,Central,292,Consumer,11/21/2011,First Class,Illinois
Furnishings,-0.73,-73,-0.73,Furniture,Fort Worth,United States,Larry Blacks,0.6,DAX,1,4/27/2014,CA-2014-160045,76106,"DAX Value U-Channel Document Frames, Easel Back",-1,1,Central,2,Consumer,4/28/2014,First Class,Texas
Furnishings,-0.88,-88,-0.88,Furniture,Des Plaines,United States,Joe Kamberova,0.6,Dana,1,11/18/2011,CA-2011-163468,60016,Dana Swing-Arm Lamps,-7,2,Central,9,Consumer,11/21/2011,First Class,Illinois
Furnishings,-0.65,-65,-0.65,Furniture,Freeport,United States,Troy Staebel,0.6,DAX,1,10/14/2014,CA-2014-163160,61032,Dax Clear Box Frame,-7,3,Central,10,Consumer,10/17/2014,First Class,Illinois
Furnishings,-0.53,-53,-0.53,Furniture,Chicago,United States,Neoma Murray,0.6,DAX,1,9/27/2012,US-2012-100531,60610,"DAX Metal Frame, Desktop, Stepped-Edge",-13,3,Central,24,Consumer,9/29/2012,First Class,Illinois
Furnishings,-0.45,-45,-0.45,Furniture,Chicago,United States,Luke Weiss,0.6,Other,1,5/18/2013,US-2013-117037,60653,Flat Face Poster Frame,-10,3,Central,23,Consumer,5/21/2013,First Class,Illinois
Furnishings,-0.45,-45,-0.45,Furniture,La Porte,United States,William Brown,0.6,Eldon,1,10-11-2013,CA-2013-126627,77571,"Eldon 400 Class Desk Accessories, Black Carbon",-6,4,Central,14,Consumer,10/13/2013,First Class,Texas
Furnishings,-0.28,-28,-0.28,Furniture,Houston,United States,Mark Van Huff,0.6,GE,1,6/25/2012,CA-2012-119690,77041,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",-21,9,Central,75,Consumer,6/28/2012,First Class,Texas
Chairs,0.27,27,0.27,Furniture,Detroit,United States,John Lee,0,Other,1,12/17/2012,US-2012-138121,48205,Harbour Creations 67200 Series Stacking Chairs,38,2,Central,142,Consumer,12/17/2012,Same Day,Michigan
Furnishings,0.36,36,0.36,Furniture,Mount Pleasant,United States,Guy Armstrong,0,DAX,1,10/15/2012,US-2012-126235,48858,"DAX Cubicle Frames, 8-1/2 x 11",6,2,Central,17,Consumer,10/15/2012,Same Day,Michigan
Tables,0.22,22,0.22,Furniture,Lawton,United States,Brian DeCherney,0,Bevis,1,10/23/2014,CA-2014-130211,73505,Bevis 36 x 72 Conference Tables,55,2,Central,249,Consumer,10/23/2014,Same Day,Oklahoma
Chairs,0.16,16,0.16,Furniture,Detroit,United States,John Lee,0,Hon,1,12/17/2012,US-2012-138121,48205,Hon Valutask Swivel Chairs,48,3,Central,303,Consumer,12/17/2012,Same Day,Michigan
Furnishings,0.07,7,0.07,Furniture,Detroit,United States,John Lee,0,Tenex,1,12/17/2012,US-2012-138121,48205,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",15,3,Central,212,Consumer,12/17/2012,Same Day,Michigan
